2025-01-28-095239,Start,87500000,Stop,108000000,fStep,33387,Points,615,RBW,100,Each_Column=One_sweep
-88.78,-88.78,-85.44,-86.94,-85.94,-87.94,-86.78,-89.44,-86.94,-86.59,-88.59,-84.94,-88.09,-87.44,-83.59,-87.09,-83.28,-88.44,-87.44,-83.59,-87.28,-85.94,-86.28,-82.94,-87.94,-87.09,-88.78,-86.09,-89.09,-87.09,-85.78,-86.28,-87.09,-86.09,-84.09,-89.44,-89.09,-87.28,-91.59,-85.94,-86.78,-85.28,-92.09,-88.78,-88.78,-86.94,-84.44,-87.78,-87.59,-86.28
-89.28,-89.28,-85.28,-88.94,-86.44,-86.28,-88.28,-87.28,-86.44,-86.28,-84.78,-85.44,-86.59,-87.09,-86.59,-86.44,-88.44,-88.44,-86.09,-82.78,-87.28,-86.28,-85.09,-84.09,-88.78,-85.78,-86.44,-85.44,-85.94,-87.28,-84.09,-85.44,-85.78,-89.44,-85.59,-85.28,-86.78,-87.09,-85.44,-82.78,-89.09,-84.44,-91.09,-86.28,-87.59,-86.44,-83.94,-85.44,-87.28,-88.09
-84.28,-84.28,-84.94,-89.59,-87.44,-84.94,-88.59,-86.78,-84.78,-86.59,-85.44,-85.59,-87.59,-82.44,-87.44,-83.28,-84.78,-88.59,-86.94,-85.59,-86.28,-87.59,-85.59,-88.94,-89.44,-92.28,-86.94,-88.09,-87.59,-85.59,-85.09,-87.59,-85.28,-88.44,-84.78,-90.09,-92.59,-85.59,-86.78,-87.44,-88.94,-86.59,-86.09,-85.59,-88.28,-81.44,-85.59,-85.44,-85.78,-86.59
-84.59,-84.59,-81.78,-85.44,-87.44,-83.28,-84.59,-88.44,-84.78,-87.28,-88.78,-85.94,-86.94,-85.44,-85.09,-85.44,-82.78,-88.44,-84.09,-87.44,-80.94,-85.44,-86.44,-83.59,-86.78,-85.44,-86.94,-85.94,-85.59,-83.78,-84.94,-84.78,-88.28,-87.09,-87.28,-86.44,-87.59,-88.59,-85.78,-86.94,-83.09,-86.09,-87.44,-88.59,-88.94,-83.59,-84.09,-87.59,-85.59,-86.09
-87.94,-87.94,-87.28,-86.44,-83.28,-88.78,-85.09,-84.28,-85.78,-86.78,-83.59,-86.28,-86.59,-85.94,-81.59,-87.09,-88.44,-86.28,-88.28,-88.59,-87.94,-86.59,-87.59,-83.09,-87.09,-87.09,-87.78,-86.78,-85.94,-83.09,-87.94,-86.59,-87.94,-88.59,-82.09,-84.78,-84.44,-86.28,-82.44,-87.28,-87.09,-83.78,-86.59,-81.09,-83.09,-86.94,-85.94,-84.78,-84.94,-84.78
-83.09,-83.09,-87.78,-86.28,-83.59,-86.94,-87.78,-87.59,-86.44,-85.09,-88.94,-83.78,-86.59,-87.44,-82.44,-86.44,-88.44,-88.28,-87.09,-90.28,-86.28,-83.94,-86.09,-84.28,-86.44,-81.78,-87.94,-87.59,-84.94,-88.09,-88.94,-85.44,-90.44,-85.44,-87.59,-86.59,-89.09,-87.28,-82.09,-86.94,-89.59,-83.44,-87.78,-88.09,-85.09,-87.28,-86.78,-86.44,-81.59,-84.28
-86.94,-86.94,-85.94,-85.59,-88.44,-85.78,-81.78,-86.09,-84.44,-82.09,-84.78,-85.09,-86.28,-86.59,-84.09,-90.78,-86.59,-86.59,-85.28,-87.59,-80.44,-87.09,-87.78,-83.59,-89.28,-89.28,-85.94,-86.78,-87.09,-86.28,-86.78,-89.94,-88.59,-87.44,-88.59,-85.28,-88.44,-86.09,-83.44,-86.59,-85.28,-83.94,-88.78,-84.78,-87.94,-84.28,-82.09,-86.59,-84.94,-88.78
-87.44,-87.44,-87.44,-83.59,-85.78,-87.28,-85.78,-84.59,-88.59,-88.59,-86.94,-83.78,-85.94,-84.28,-89.94,-87.44,-84.78,-90.78,-86.09,-84.28,-84.44,-86.59,-88.09,-85.94,-90.59,-88.28,-83.28,-82.09,-83.28,-89.94,-83.78,-83.59,-88.44,-84.94,-88.09,-89.44,-82.28,-86.09,-85.28,-88.09,-88.44,-83.59,-83.09,-84.09,-87.78,-85.78,-89.94,-86.28,-84.28,-82.59
-87.44,-87.44,-87.94,-85.44,-84.44,-85.44,-87.78,-86.44,-82.59,-86.09,-90.78,-85.09,-88.78,-84.94,-85.09,-84.59,-85.59,-80.94,-85.59,-85.94,-86.28,-84.44,-85.59,-90.09,-86.28,-85.59,-83.44,-84.94,-85.44,-84.94,-85.09,-87.59,-85.59,-90.28,-87.78,-84.78,-83.94,-89.94,-86.44,-87.94,-84.78,-83.78,-86.09,-83.94,-85.44,-83.59,-86.09,-85.94,-83.78,-87.28
-88.44,-88.44,-85.94,-87.28,-84.28,-85.44,-87.28,-88.28,-86.28,-88.78,-84.44,-85.28,-86.44,-84.59,-82.59,-86.78,-85.94,-88.59,-86.28,-84.59,-84.44,-85.94,-86.09,-87.28,-89.94,-83.94,-86.44,-85.94,-86.44,-87.09,-81.94,-85.44,-86.28,-83.09,-85.59,-87.44,-84.28,-84.78,-83.09,-89.09,-85.94,-87.78,-85.28,-86.94,-88.94,-86.28,-86.44,-85.78,-90.09,-85.09
-89.78,-89.78,-85.78,-84.59,-85.09,-86.59,-88.78,-86.28,-86.78,-88.44,-88.59,-87.94,-88.94,-85.09,-84.59,-86.59,-91.28,-84.78,-83.94,-87.78,-87.59,-87.09,-85.59,-88.78,-89.09,-89.44,-83.78,-88.59,-86.09,-84.94,-89.94,-85.44,-85.59,-84.78,-83.59,-83.09,-86.44,-87.09,-86.59,-88.09,-87.94,-86.09,-89.09,-86.28,-87.44,-89.28,-86.94,-83.78,-88.44,-85.28
-88.44,-88.44,-86.78,-84.78,-84.44,-83.78,-86.28,-84.09,-84.09,-86.94,-86.44,-84.28,-87.78,-86.94,-87.59,-87.78,-84.09,-88.28,-86.78,-84.44,-84.78,-85.78,-83.59,-86.28,-88.44,-86.59,-84.78,-88.44,-85.28,-83.28,-87.28,-88.78,-87.28,-87.94,-85.09,-83.44,-84.09,-88.78,-83.78,-86.94,-86.78,-84.28,-87.28,-85.94,-86.09,-84.59,-87.59,-82.78,-85.28,-87.28
-86.78,-86.78,-86.28,-82.78,-88.28,-87.09,-85.59,-91.28,-86.59,-89.28,-86.94,-84.94,-85.78,-85.44,-88.44,-86.94,-90.59,-85.28,-87.59,-87.78,-85.59,-86.59,-88.09,-87.59,-87.78,-89.44,-84.59,-87.94,-87.78,-86.28,-84.78,-86.28,-86.44,-88.28,-85.59,-90.28,-85.44,-84.78,-85.28,-84.78,-86.09,-91.94,-90.94,-85.44,-86.09,-85.44,-87.78,-88.09,-89.94,-86.94
-87.09,-87.09,-85.94,-79.94,-86.78,-91.59,-86.44,-84.44,-86.59,-86.28,-88.28,-86.44,-85.28,-86.44,-83.59,-90.09,-87.28,-86.78,-85.09,-89.09,-85.59,-84.78,-87.59,-86.59,-87.28,-88.44,-82.09,-86.44,-86.09,-85.28,-85.28,-86.28,-88.78,-85.28,-88.09,-87.78,-86.59,-89.09,-84.44,-85.78,-86.44,-87.09,-83.59,-84.44,-87.44,-89.28,-87.78,-86.28,-85.09,-86.28
-83.78,-83.78,-86.28,-86.28,-85.94,-84.94,-90.28,-85.44,-85.78,-88.44,-87.28,-85.94,-88.94,-83.78,-86.44,-85.78,-81.94,-85.28,-87.44,-87.44,-85.78,-88.44,-88.09,-87.28,-85.78,-86.28,-82.78,-86.44,-88.09,-86.78,-91.09,-87.44,-86.59,-85.94,-85.78,-89.28,-84.78,-88.78,-86.44,-88.28,-84.09,-88.59,-84.59,-84.44,-85.78,-88.78,-87.44,-86.09,-91.59,-86.09
-87.78,-87.78,-88.44,-82.78,-87.78,-87.94,-85.59,-85.44,-86.09,-84.94,-85.44,-89.59,-84.59,-84.28,-91.09,-86.44,-85.09,-83.78,-91.28,-87.94,-86.59,-90.09,-86.44,-86.78,-85.59,-88.28,-85.78,-84.09,-85.94,-87.78,-87.94,-87.94,-88.44,-87.59,-85.78,-90.44,-88.94,-91.28,-88.59,-86.28,-87.09,-88.59,-84.59,-88.78,-87.94,-93.44,-87.59,-86.94,-87.59,-88.78
-87.78,-87.78,-88.94,-85.44,-87.94,-84.28,-88.28,-86.09,-85.78,-90.28,-83.44,-86.28,-86.59,-84.94,-87.28,-83.59,-88.78,-88.59,-88.78,-88.44,-88.94,-85.94,-85.94,-89.94,-89.78,-87.09,-86.94,-89.59,-83.78,-89.44,-90.59,-91.09,-86.78,-87.78,-89.28,-84.94,-85.59,-86.44,-86.44,-84.28,-85.59,-87.28,-83.94,-85.28,-85.28,-86.09,-88.28,-87.09,-90.78,-90.44
-84.09,-84.09,-86.78,-83.09,-84.44,-84.78,-86.09,-87.28,-86.94,-85.59,-86.78,-85.09,-88.94,-84.59,-87.28,-85.59,-89.44,-88.09,-85.78,-86.28,-87.44,-88.09,-88.78,-86.09,-88.44,-88.44,-84.94,-86.78,-85.44,-88.78,-88.94,-84.44,-87.28,-86.78,-84.44,-85.44,-87.09,-88.09,-88.44,-85.78,-86.28,-88.44,-82.94,-86.28,-86.09,-86.59,-86.44,-87.28,-86.94,-86.94
-85.78,-85.78,-92.78,-87.94,-86.44,-88.94,-87.44,-86.94,-88.94,-85.78,-85.59,-86.94,-88.94,-89.94,-85.28,-86.78,-88.94,-85.44,-85.94,-86.59,-88.09,-86.78,-83.94,-86.09,-89.09,-88.28,-87.44,-84.44,-86.28,-88.28,-86.44,-87.09,-87.44,-88.44,-87.59,-81.28,-86.28,-86.09,-87.09,-85.78,-87.59,-85.59,-86.94,-89.44,-85.44,-85.59,-89.44,-87.94,-88.09,-88.09
-83.44,-83.44,-87.09,-90.09,-86.09,-89.44,-88.44,-85.44,-89.59,-85.78,-88.28,-86.78,-85.28,-87.94,-88.94,-87.44,-84.09,-85.94,-87.59,-82.78,-83.78,-83.28,-86.28,-87.59,-85.44,-85.94,-86.28,-83.78,-87.09,-87.09,-85.44,-88.09,-83.94,-88.44,-84.94,-88.59,-86.94,-85.59,-87.28,-89.44,-83.59,-87.09,-87.59,-89.09,-85.09,-82.59,-87.78,-88.28,-88.09,-85.59
-86.94,-86.94,-85.59,-85.59,-88.28,-88.78,-84.78,-84.94,-85.94,-86.94,-86.78,-91.44,-85.44,-85.59,-86.09,-87.44,-85.44,-87.09,-82.94,-85.09,-87.28,-82.78,-86.59,-91.44,-86.59,-87.44,-84.78,-84.78,-83.09,-86.44,-85.59,-86.44,-87.94,-87.28,-82.44,-89.44,-83.78,-85.78,-87.94,-86.09,-88.28,-89.59,-87.59,-86.78,-81.94,-85.44,-92.09,-87.28,-87.28,-86.78
-83.78,-83.78,-87.09,-80.78,-85.28,-87.59,-88.44,-85.59,-85.94,-86.59,-84.28,-88.94,-85.78,-86.94,-87.94,-87.28,-86.44,-89.28,-85.94,-85.59,-86.59,-89.59,-87.28,-82.44,-86.09,-88.94,-89.28,-86.78,-85.78,-89.44,-82.59,-86.59,-84.59,-89.94,-83.59,-88.28,-87.44,-87.44,-86.09,-87.09,-89.09,-88.44,-85.59,-82.78,-86.28,-87.09,-85.09,-89.09,-86.09,-88.28
-87.09,-87.09,-91.09,-85.44,-86.59,-86.59,-87.94,-83.59,-88.44,-87.59,-90.09,-88.09,-86.59,-87.09,-87.44,-89.78,-85.44,-86.09,-85.59,-84.28,-85.28,-87.09,-88.44,-87.94,-86.94,-83.09,-84.44,-84.94,-89.44,-85.94,-87.28,-90.44,-87.78,-89.94,-89.59,-84.94,-84.78,-84.28,-84.94,-89.78,-90.44,-86.44,-90.09,-89.09,-85.44,-89.59,-85.78,-89.78,-83.59,-86.28
-88.44,-88.44,-90.59,-86.94,-85.78,-86.28,-85.94,-85.59,-84.78,-83.78,-84.78,-86.28,-85.59,-86.09,-84.59,-87.78,-85.28,-82.28,-89.59,-84.59,-87.59,-87.78,-87.59,-84.94,-86.59,-86.44,-86.59,-81.09,-83.28,-91.94,-87.28,-87.09,-87.94,-86.59,-85.59,-88.78,-87.59,-86.78,-90.28,-84.09,-89.28,-88.59,-92.44,-85.59,-87.78,-88.78,-83.94,-86.59,-83.28,-85.09
-84.78,-84.78,-89.44,-87.94,-87.28,-86.59,-86.44,-87.44,-84.44,-85.78,-89.78,-87.44,-88.09,-89.59,-89.94,-89.28,-87.28,-87.28,-88.59,-86.09,-91.59,-86.59,-86.59,-88.44,-89.44,-86.94,-86.94,-84.59,-86.28,-87.94,-86.78,-89.59,-86.94,-90.09,-89.28,-87.44,-89.28,-85.59,-91.44,-86.28,-87.28,-86.94,-86.78,-91.09,-85.09,-87.59,-85.59,-85.44,-86.44,-90.94
-87.44,-87.44,-86.78,-88.94,-88.59,-89.94,-90.09,-88.44,-84.44,-90.28,-86.44,-86.28,-86.44,-85.78,-89.09,-87.59,-87.44,-84.09,-87.44,-85.94,-83.59,-87.09,-85.44,-83.28,-86.28,-85.78,-84.94,-81.94,-89.94,-89.94,-82.44,-88.59,-88.09,-87.09,-86.78,-84.78,-83.78,-87.09,-85.59,-83.78,-89.09,-86.59,-91.28,-87.78,-85.78,-82.44,-88.28,-90.09,-87.94,-88.59
-84.44,-84.44,-86.78,-86.28,-87.44,-86.28,-87.28,-87.28,-87.59,-89.59,-85.28,-88.78,-87.09,-88.78,-85.09,-89.28,-87.44,-82.09,-85.09,-86.78,-86.28,-85.94,-85.59,-83.78,-86.09,-88.78,-85.78,-80.09,-89.78,-88.44,-85.94,-92.28,-83.59,-88.09,-85.94,-88.09,-88.59,-87.78,-87.09,-86.09,-88.44,-84.28,-92.28,-87.28,-91.09,-89.44,-87.44,-93.78,-90.78,-86.78
-85.94,-85.94,-89.78,-85.78,-86.59,-89.78,-87.28,-88.78,-87.94,-85.28,-87.09,-85.09,-88.28,-89.78,-86.94,-87.44,-87.94,-87.09,-85.09,-85.28,-90.44,-85.59,-85.78,-86.44,-88.09,-87.28,-85.59,-86.78,-88.78,-88.28,-88.44,-92.78,-89.94,-87.44,-86.78,-87.59,-87.09,-86.78,-85.78,-88.59,-86.94,-87.94,-85.78,-88.28,-88.28,-88.09,-86.59,-84.59,-87.94,-88.78
-85.44,-85.44,-84.28,-89.44,-89.59,-88.94,-89.59,-84.94,-86.09,-90.28,-88.44,-88.59,-86.44,-87.78,-88.59,-85.09,-84.59,-86.44,-84.94,-86.78,-89.44,-83.59,-88.78,-87.94,-90.78,-86.09,-88.09,-84.44,-87.94,-89.44,-86.78,-85.59,-89.09,-87.09,-87.28,-91.28,-87.59,-88.94,-84.94,-86.94,-93.44,-86.44,-85.44,-82.94,-86.94,-85.94,-89.59,-88.28,-87.09,-88.94
-83.94,-83.94,-87.59,-91.59,-87.44,-84.09,-86.78,-86.78,-87.59,-89.28,-89.44,-85.28,-86.44,-86.44,-86.44,-88.94,-85.09,-86.94,-84.59,-86.78,-89.28,-86.59,-89.44,-83.59,-86.78,-87.44,-84.94,-81.44,-85.59,-88.44,-87.94,-87.78,-87.59,-86.94,-85.59,-90.09,-86.59,-88.09,-84.44,-85.09,-89.94,-86.59,-88.28,-88.09,-86.59,-83.44,-87.78,-87.78,-85.59,-85.78
-83.28,-83.28,-87.28,-89.94,-88.94,-85.94,-86.09,-90.59,-85.28,-87.44,-86.28,-91.44,-88.09,-86.78,-91.94,-88.59,-87.28,-88.28,-90.09,-87.44,-87.44,-88.28,-93.44,-83.94,-81.09,-86.44,-87.28,-77.09,-88.59,-85.44,-87.09,-87.94,-88.78,-88.09,-87.78,-89.09,-84.44,-86.78,-88.09,-87.44,-86.78,-85.44,-86.94,-84.44,-86.28,-89.59,-87.09,-85.44,-89.09,-87.94
-84.78,-84.78,-88.44,-84.78,-87.94,-89.28,-87.44,-85.09,-88.09,-86.28,-87.94,-85.09,-86.78,-86.09,-87.09,-87.94,-83.94,-86.59,-87.59,-88.44,-88.94,-89.28,-85.09,-84.78,-83.59,-88.44,-88.94,-73.94,-88.44,-86.94,-88.59,-84.44,-88.59,-86.44,-89.59,-83.28,-88.94,-87.09,-86.59,-85.94,-90.09,-90.78,-83.94,-86.09,-88.28,-86.94,-85.59,-85.59,-88.44,-90.59
-88.09,-88.09,-87.28,-86.28,-90.78,-88.28,-89.09,-86.44,-88.09,-87.09,-86.94,-84.59,-81.28,-84.78,-87.59,-85.94,-88.09,-84.94,-83.94,-82.78,-87.94,-85.59,-88.09,-87.78,-84.09,-86.28,-88.09,-79.09,-86.28,-86.59,-87.44,-91.59,-87.44,-85.59,-87.44,-84.09,-89.44,-87.78,-86.44,-84.59,-85.44,-82.44,-87.28,-83.59,-86.28,-86.09,-84.94,-88.94,-85.78,-87.94
-82.44,-82.44,-88.59,-82.28,-83.28,-83.59,-85.78,-86.78,-85.59,-87.09,-87.78,-87.44,-85.59,-83.78,-85.94,-89.78,-85.09,-85.78,-84.28,-87.09,-86.78,-86.78,-87.59,-88.44,-81.78,-83.94,-85.78,-84.44,-87.59,-82.28,-85.94,-83.94,-83.44,-84.09,-85.44,-84.28,-84.44,-87.44,-84.78,-84.44,-82.59,-88.28,-91.78,-84.78,-87.78,-88.28,-86.44,-86.78,-85.44,-81.78
-83.78,-83.78,-80.28,-88.28,-86.94,-86.94,-87.28,-86.78,-78.59,-85.44,-83.94,-86.78,-88.09,-85.09,-85.78,-81.28,-85.78,-84.78,-84.28,-84.28,-83.94,-84.94,-81.28,-83.28,-82.78,-85.09,-85.78,-83.09,-85.78,-84.28,-82.59,-80.94,-83.44,-84.94,-88.09,-86.28,-85.94,-87.28,-87.94,-86.09,-87.44,-85.94,-86.44,-85.44,-85.59,-83.78,-86.78,-83.09,-86.59,-87.09
-87.94,-87.94,-86.28,-86.28,-85.44,-83.09,-85.09,-86.44,-81.94,-83.44,-84.09,-82.59,-83.59,-82.59,-84.94,-82.09,-79.59,-83.28,-83.94,-83.94,-83.78,-82.78,-82.09,-85.28,-80.78,-83.09,-85.44,-84.78,-86.94,-84.94,-89.28,-84.44,-85.78,-85.59,-83.59,-86.09,-85.59,-85.59,-86.28,-86.28,-82.78,-81.09,-83.09,-82.94,-86.28,-88.94,-82.44,-81.94,-85.28,-84.78
-82.94,-82.94,-86.78,-82.78,-83.94,-83.78,-86.59,-85.44,-86.28,-87.78,-85.44,-86.28,-86.59,-84.78,-85.59,-82.09,-85.44,-85.78,-84.28,-83.59,-82.78,-83.59,-82.44,-86.59,-87.94,-82.28,-88.59,-86.78,-87.09,-86.94,-87.28,-84.44,-82.94,-87.28,-85.78,-84.94,-87.09,-86.94,-82.94,-86.94,-84.09,-85.28,-86.44,-83.78,-85.94,-84.44,-84.94,-83.09,-83.78,-86.09
-85.59,-85.59,-82.94,-82.28,-84.94,-86.28,-84.09,-87.59,-82.78,-85.44,-86.09,-84.78,-86.09,-89.09,-86.09,-85.59,-84.78,-87.28,-83.94,-85.09,-84.59,-83.28,-84.59,-86.94,-85.59,-87.28,-83.94,-83.78,-86.09,-86.28,-84.94,-85.59,-87.28,-89.44,-90.44,-88.94,-84.44,-85.94,-89.28,-89.59,-86.44,-86.09,-85.59,-83.59,-88.59,-87.28,-89.28,-83.59,-84.78,-88.78
-84.59,-84.59,-90.09,-84.94,-88.78,-83.94,-86.09,-85.59,-87.44,-84.59,-89.09,-91.44,-89.28,-86.09,-88.78,-84.28,-91.78,-83.09,-86.28,-88.59,-87.44,-92.09,-84.09,-88.59,-87.28,-86.44,-88.59,-87.28,-88.94,-87.28,-89.78,-87.59,-88.78,-89.44,-89.09,-87.44,-88.09,-89.28,-83.09,-89.78,-89.59,-90.09,-88.78,-88.94,-87.09,-86.94,-89.09,-88.78,-84.59,-86.09
-83.28,-83.28,-85.28,-87.78,-88.78,-82.78,-86.59,-87.28,-87.94,-88.28,-87.44,-87.78,-85.59,-87.28,-88.09,-87.78,-89.28,-84.94,-87.59,-88.94,-92.44,-88.78,-85.78,-89.44,-87.94,-85.28,-88.59,-85.44,-87.94,-88.59,-87.78,-87.44,-88.28,-84.44,-90.59,-87.78,-84.59,-86.44,-87.09,-87.09,-84.28,-89.59,-89.44,-86.44,-88.94,-85.59,-88.44,-89.59,-87.28,-89.09
-88.44,-88.44,-86.59,-87.44,-87.59,-83.09,-91.59,-88.94,-86.09,-90.94,-90.28,-89.44,-90.44,-87.28,-89.78,-88.94,-85.09,-86.28,-87.09,-88.09,-91.44,-89.59,-86.78,-85.44,-87.09,-86.59,-85.78,-84.09,-88.09,-85.09,-87.09,-91.09,-91.94,-86.59,-90.09,-87.09,-87.94,-84.78,-86.94,-85.78,-89.09,-90.78,-85.09,-88.94,-88.78,-85.94,-88.94,-85.78,-90.94,-86.78
-88.28,-88.28,-84.94,-86.28,-88.44,-86.09,-89.59,-82.59,-83.78,-88.59,-90.28,-90.78,-87.94,-92.59,-91.44,-86.78,-89.28,-87.44,-85.94,-87.78,-89.44,-87.78,-88.44,-85.44,-86.09,-85.78,-85.94,-86.09,-89.44,-85.28,-86.78,-84.78,-88.28,-87.09,-87.59,-86.28,-90.44,-84.78,-90.94,-86.78,-90.28,-86.09,-88.44,-85.94,-85.78,-88.59,-88.94,-91.78,-85.59,-89.28
-88.09,-88.09,-90.44,-86.28,-88.09,-86.44,-85.28,-85.78,-84.94,-91.44,-85.94,-87.78,-89.44,-87.78,-86.44,-88.44,-86.94,-85.94,-88.28,-92.09,-84.94,-89.28,-86.44,-88.94,-90.59,-86.44,-86.59,-84.09,-87.44,-92.28,-87.78,-86.09,-86.44,-88.28,-89.94,-92.28,-85.59,-83.44,-86.44,-87.94,-87.44,-86.78,-84.44,-85.09,-86.59,-92.78,-84.94,-93.78,-87.28,-87.44
-88.09,-88.09,-89.28,-84.94,-85.28,-88.28,-87.44,-87.59,-86.94,-87.09,-86.28,-89.44,-86.28,-88.59,-91.09,-87.09,-86.59,-89.44,-89.28,-89.44,-85.44,-88.09,-85.44,-84.59,-87.94,-90.09,-86.44,-83.44,-89.09,-88.59,-85.94,-84.44,-86.28,-90.28,-86.78,-89.59,-89.44,-88.94,-89.09,-84.78,-84.59,-92.59,-88.44,-88.59,-87.59,-87.78,-91.59,-91.28,-86.78,-87.94
-85.78,-85.78,-93.28,-83.09,-87.09,-85.78,-84.28,-87.94,-86.78,-89.09,-87.09,-88.59,-83.28,-88.09,-87.28,-85.94,-87.78,-86.28,-88.59,-87.78,-86.94,-87.78,-88.09,-86.59,-87.09,-87.28,-87.09,-86.09,-87.44,-85.09,-85.44,-88.44,-88.28,-89.44,-86.78,-85.78,-88.59,-87.28,-90.44,-88.09,-88.94,-85.94,-87.78,-88.09,-85.44,-87.59,-87.78,-88.78,-87.94,-89.59
-87.28,-87.28,-87.78,-84.44,-87.09,-88.28,-88.78,-89.09,-87.44,-88.78,-84.09,-88.59,-87.09,-88.94,-86.94,-88.09,-87.78,-85.44,-86.28,-87.44,-87.44,-87.78,-89.44,-85.44,-83.09,-84.78,-87.09,-85.44,-86.59,-86.44,-86.59,-89.28,-89.94,-89.59,-86.59,-86.09,-89.28,-84.59,-87.94,-87.28,-86.44,-89.44,-86.94,-90.94,-81.94,-86.78,-84.94,-90.28,-89.78,-87.94
-86.78,-86.78,-86.09,-87.44,-90.28,-88.78,-89.94,-87.78,-85.44,-88.59,-82.59,-87.09,-84.28,-89.78,-87.94,-86.78,-84.78,-87.28,-87.59,-86.44,-85.59,-84.94,-84.44,-84.59,-88.44,-89.94,-87.59,-84.59,-88.44,-91.09,-90.59,-86.09,-89.09,-89.09,-84.44,-87.59,-87.44,-83.28,-87.78,-83.09,-87.59,-86.59,-84.94,-87.44,-85.94,-87.28,-87.94,-86.44,-85.78,-86.78
-89.28,-89.28,-90.09,-84.09,-85.94,-87.28,-86.59,-87.94,-86.28,-89.28,-86.59,-89.44,-85.59,-88.59,-88.59,-89.09,-90.28,-85.59,-89.94,-86.78,-89.28,-85.78,-87.28,-86.78,-88.94,-87.59,-88.28,-87.28,-87.59,-88.44,-87.44,-83.59,-85.09,-91.94,-85.59,-89.09,-85.28,-85.28,-89.78,-87.78,-87.59,-88.78,-85.59,-90.09,-89.44,-87.44,-85.44,-87.94,-87.28,-87.94
-85.94,-85.94,-89.28,-85.44,-88.44,-90.09,-87.94,-85.09,-87.59,-88.28,-86.09,-85.94,-86.59,-88.59,-86.44,-87.59,-88.44,-86.94,-88.59,-86.94,-86.94,-85.44,-85.09,-84.59,-85.78,-89.28,-86.28,-85.28,-89.09,-91.59,-90.44,-85.59,-86.44,-88.78,-88.94,-89.44,-89.59,-84.78,-92.28,-86.78,-88.78,-86.28,-86.78,-88.28,-82.09,-87.78,-87.44,-87.44,-93.94,-90.28
-90.44,-90.44,-86.28,-88.28,-84.44,-88.28,-89.28,-85.94,-84.59,-86.59,-85.78,-88.28,-91.94,-88.59,-85.28,-85.28,-90.44,-90.59,-89.28,-87.94,-88.28,-87.44,-90.78,-84.44,-87.59,-87.44,-85.78,-85.28,-90.28,-89.94,-87.59,-86.09,-85.59,-86.09,-87.94,-87.94,-89.44,-87.94,-86.78,-87.44,-88.94,-91.94,-84.78,-88.94,-87.78,-86.09,-85.94,-84.59,-88.44,-86.94
-89.59,-89.59,-89.94,-85.44,-88.28,-91.44,-84.44,-86.94,-87.09,-85.59,-90.78,-88.09,-86.59,-90.28,-85.09,-86.94,-84.28,-81.09,-89.09,-86.94,-89.94,-85.44,-86.44,-85.78,-88.09,-85.28,-86.94,-83.09,-83.78,-88.28,-87.28,-89.59,-90.28,-90.59,-87.59,-85.09,-86.44,-82.59,-87.94,-84.94,-86.94,-84.78,-86.78,-90.28,-85.28,-87.78,-84.78,-85.59,-89.09,-90.94
-82.28,-82.28,-89.28,-85.59,-88.59,-86.78,-89.78,-84.59,-87.78,-90.28,-87.09,-86.09,-92.09,-88.44,-85.09,-89.28,-88.78,-86.94,-87.44,-85.09,-86.44,-86.28,-84.94,-88.94,-85.28,-83.78,-87.78,-84.78,-85.59,-87.09,-86.09,-85.28,-85.09,-86.44,-85.78,-88.94,-90.59,-88.59,-89.94,-82.94,-80.94,-89.94,-82.94,-87.09,-84.44,-88.28,-87.09,-86.59,-84.59,-86.09
-86.28,-86.28,-85.59,-89.44,-87.44,-86.59,-86.28,-86.59,-88.59,-87.09,-87.94,-90.28,-87.59,-87.09,-87.28,-87.28,-85.09,-87.28,-90.09,-85.28,-85.28,-88.28,-86.94,-90.28,-86.28,-85.78,-88.44,-83.28,-86.94,-90.78,-88.09,-87.09,-87.59,-88.09,-86.28,-83.28,-85.78,-87.28,-87.59,-87.94,-88.09,-91.78,-90.59,-89.44,-87.59,-89.44,-90.59,-84.94,-85.44,-85.44
-87.44,-87.44,-89.09,-85.44,-84.09,-90.09,-84.94,-86.59,-85.09,-90.94,-86.59,-88.94,-90.09,-88.09,-86.94,-86.94,-87.78,-89.44,-90.94,-85.94,-86.78,-85.09,-92.59,-86.28,-87.94,-83.44,-85.44,-83.59,-90.59,-88.28,-90.09,-91.59,-88.28,-83.44,-83.59,-87.59,-82.59,-87.44,-85.28,-86.44,-89.59,-82.94,-86.09,-89.78,-86.94,-87.09,-86.28,-86.44,-89.59,-86.59
-85.44,-85.44,-86.78,-88.59,-85.28,-88.44,-86.94,-88.09,-84.94,-88.59,-86.59,-82.59,-91.09,-88.78,-85.44,-88.78,-86.59,-84.59,-85.94,-82.44,-85.94,-85.44,-86.09,-85.94,-87.94,-85.28,-86.94,-86.09,-86.94,-87.28,-88.78,-88.28,-88.28,-89.44,-82.28,-87.94,-85.44,-87.94,-83.94,-85.44,-87.09,-86.44,-85.94,-89.94,-83.09,-90.44,-87.78,-85.59,-88.94,-89.94
